361_sakuragi1111.py;0;295_diyepei.py;100.0;1;537_RaiyKuo.py;81.5;2;907_chubby-u.py;78.9;3;901_r-tron19.py;69.4;4;283_mkawa222.py;68.4;
477_shicongwang.py;5;350_wincss.py;83.3;6;499_dabien1.py;80.5;7;345_GT2019.py;69.4;8;72_ddoudle.py;69.4;
404_tommyjiang.py;9;995_wxy9018.py;82.4;10;875_angel30818.py;77.1;
537_RaiyKuo.py;11;295_diyepei.py;78.5;26;607_alighters.py;76.1;
648_nilomai.py;13;150_buptpwy.py;77.5;14;140_lovehhf.py;72.5;
80_melodrama.py;15;408_yuhsiangliu.py;79.4;
306_siyutao.py;16;82_atf.py;75.7;17;903_feitao.py;76.6;
957_JohnZhu04.py;18;610_lamnguyen2187.py;75.4;19;571_codepeasant.py;74.0;
1016_Jinyuan8.py;20;1008_tianyu111.py;76.0;
501_zk299.py;21;135_pluto_is_a_planet.py;78.3;22;591_grokus.py;76.3;
960_kirito-iwnl.py;23;582_jxlin.py;82.2;
491_lifuhuang.py;24;411_Minori.py;73.4;
907_chubby-u.py;12;295_diyepei.py;73.1;
360_apoi2333.py;25;158_nthistle.py;73.1;
82_atf.py;27;350_wincss.py;75.7;
428_fkx1998.py;28;317_intoloop.py;75.0;
499_dabien1.py;29;345_GT2019.py;67.5;
