659_wangyxjason.java;0;268_wangyxwyx.java;100.0;
179_xianglaniunan.java;1;114_acw_guoqiaomixian.java;100.0;
516_pop_w881.java;2;304_si-kou-man.java;96.8;
283_knarf.java;3;197_yiqunoy.java;96.7;4;347_calcsaransh.java;87.2;5;632_xunkai-2.java;84.7;6;736_xiaolong9527.java;83.3;7;426_khaufnak.java;83.3;
426_khaufnak.java;8;515_jin-mu-yan-3.java;95.0;9;736_xiaolong9527.java;93.3;10;632_xunkai-2.java;91.5;11;347_calcsaransh.java;90.9;12;731_eumathes.java;80.0;13;27_uwi.java;78.5;
632_xunkai-2.java;14;347_calcsaransh.java;92.5;15;736_xiaolong9527.java;91.5;16;731_eumathes.java;81.2;17;27_uwi.java;80.0;
250_dennanisny.java;18;153_sevenlol.java;92.5;
736_xiaolong9527.java;19;515_jin-mu-yan-3.java;91.8;20;347_calcsaransh.java;90.9;21;27_uwi.java;82.1;22;731_eumathes.java;80.0;
525_lianglee.java;23;128_s_tsat.java;88.0;
555_abhigyankole.java;24;387_YuxuanHan.java;87.0;
404_wangtaoking1.java;25;241_yunpingwang13.java;84.0;
347_calcsaransh.java;26;27_uwi.java;82.3;
515_jin-mu-yan-3.java;27;298_mwq30123.java;79.4;28;386_slinSSS.java;78.6;
468_wayne1116.java;29;125_jian-liao.java;78.7;
