898_JeromeZhang.java;0;746_cushionsaber.java;100.0;
859_FTAIXO.java;1;527_huntersjm.java;87.3;
826_ya-zhou-zhong-feng-ha-da-di.java;2;695_yrclamb.java;80.6;
439_hallent.java;3;873_weixliu.java;79.5;4;808_jwgoh.java;74.2;5;702_Tblade-Caohui.java;71.2;6;1004_yanglin0883.java;70.2;7;312_kasperyang.java;69.8;
579_prem_cse.java;8;418_nikcode.java;78.7;9;792_1_piece.java;71.2;
808_jwgoh.java;10;312_kasperyang.java;77.5;
506_user5576m.java;11;274_YuhanWu.java;76.9;12;649_pangyikhei.java;75.0;13;461_seventheluck.java;69.0;
755_leourock.java;14;207_DylanSmith.java;76.6;
771_cyhw.java;15;636_z_zhaojun.java;73.4;
980_qh200911013010.java;16;167_Sun_WuKong.java;73.2;17;609_3kwater.java;64.7;
607_zsnovak90.java;18;473_liyun1988.java;72.8;
873_weixliu.java;19;94_scut_dell.java;71.8;20;702_Tblade-Caohui.java;67.8;21;228_FanbinM.java;64.0;
571_jonchan51.java;22;402_s3m7.java;71.3;
592_HenryLee4.java;23;863_shi-zhe.java;71.1;24;342_tianxind.java;64.7;
36_tian-tang-6.java;25;256_yuruiyin.java;68.7;
839_hyserendipity.java;26;244_nagabhushan.java;68.2;
227_iavanish.java;27;188_iejepwy.java;68.1;
792_1_piece.java;28;418_nikcode.java;66.3;
702_Tblade-Caohui.java;29;1004_yanglin0883.java;64.0;
