898_JeromeZhang.java;0;746_cushionsaber.java;100.0;
859_FTAIXO.java;1;527_huntersjm.java;90.1;
826_ya-zhou-zhong-feng-ha-da-di.java;2;695_yrclamb.java;83.3;
439_hallent.java;3;873_weixliu.java;83.5;4;808_jwgoh.java;82.2;5;702_Tblade-Caohui.java;72.1;6;1004_yanglin0883.java;75.3;7;312_kasperyang.java;73.4;
579_prem_cse.java;8;418_nikcode.java;80.4;9;792_1_piece.java;72.8;
808_jwgoh.java;10;312_kasperyang.java;81.6;
506_user5576m.java;11;274_YuhanWu.java;76.9;12;649_pangyikhei.java;80.7;13;461_seventheluck.java;73.0;
755_leourock.java;14;207_DylanSmith.java;77.9;
771_cyhw.java;15;636_z_zhaojun.java;73.4;
980_qh200911013010.java;16;167_Sun_WuKong.java;83.3;17;609_3kwater.java;66.6;
607_zsnovak90.java;18;473_liyun1988.java;75.3;
873_weixliu.java;19;94_scut_dell.java;85.0;20;702_Tblade-Caohui.java;70.3;21;228_FanbinM.java;74.7;
571_jonchan51.java;22;402_s3m7.java;89.1;
592_HenryLee4.java;23;863_shi-zhe.java;77.4;24;342_tianxind.java;70.9;
36_tian-tang-6.java;25;256_yuruiyin.java;70.3;
839_hyserendipity.java;26;244_nagabhushan.java;68.2;
227_iavanish.java;27;188_iejepwy.java;68.6;
792_1_piece.java;28;418_nikcode.java;66.3;
702_Tblade-Caohui.java;29;1004_yanglin0883.java;69.5;
