386_ateli.java;0;146_wu-qing-de-yun-que.java;100.0;1;427_ryan-157.java;94.2;2;320_MMMMMMoSky.java;90.3;3;347_LiTiezhu.java;90.3;4;80_hiker-kBOHn3JN1L.java;79.0;5;118_zha-qie-he.java;78.5;
310_yp0401120212.java;6;10_arignote.java;100.0;
80_hiker-kBOHn3JN1L.java;7;427_ryan-157.java;98.8;8;320_MMMMMMoSky.java;86.3;9;347_LiTiezhu.java;82.1;10;211_xunkai-2.java;80.0;11;146_wu-qing-de-yun-que.java;79.0;12;191_xi-zhao-wu-bian.java;78.1;
146_wu-qing-de-yun-que.java;13;427_ryan-157.java;94.2;14;347_LiTiezhu.java;90.3;15;320_MMMMMMoSky.java;90.3;16;118_zha-qie-he.java;78.5;
333_probes.java;17;232_mijeff-mehUiAugDL.java;94.2;
392_fengbuyu.java;18;336_natsusora.java;92.5;19;102_gorgeous-74.java;80.5;
271_markey92.java;20;253_wwssxxu.java;86.7;
102_gorgeous-74.java;21;269_bob-116.java;85.7;22;155_hallent.java;81.1;
320_MMMMMMoSky.java;23;427_ryan-157.java;85.4;24;347_LiTiezhu.java;84.3;
483_lou-xiao-xin.java;25;35_HenryLee4.java;83.8;
286_cparadox.java;26;260_Ordin.java;82.7;
84_hunsmore-SNL0Zgj5Rb.java;27;389_qinfengsa.java;81.3;
427_ryan-157.java;28;347_LiTiezhu.java;81.2;
269_bob-116.java;29;180_PenilessNie.java;77.7;
