165_deltacancri.py;0;521_Daciuk.py;100.0;1;180_seeean.py;100.0;2;985_ting-ting-28.py;100.0;3;587_tonghuikang.py;100.0;4;565_PENG_Chao.py;75.5;
587_tonghuikang.py;5;180_seeean.py;100.0;6;985_ting-ting-28.py;100.0;7;521_Daciuk.py;100.0;8;501_fa-kuang-de-jie-zi.py;75.5;
180_seeean.py;9;521_Daciuk.py;100.0;10;985_ting-ting-28.py;100.0;11;565_PENG_Chao.py;75.5;
91_miacxj.py;12;53_VonEinzbern.py;100.0;13;246_lvnanjie.py;78.4;
985_ting-ting-28.py;14;521_Daciuk.py;100.0;
901_OliverJiang.py;15;501_fa-kuang-de-jie-zi.py;100.0;
623_ClaireLee.py;16;488_unknownzoreo.py;100.0;
505_djqq89djq.py;17;303_azala.py;100.0;
264_wincss.py;18;137_skasch.py;100.0;19;304_yuan-zhi-b.py;82.9;
60_chang_you_ren.py;20;154_abtemp.py;90.3;
486_dibdidib.py;21;232_ruizhehou.py;85.1;
36_meladrama.py;22;215_qingdu_river.py;83.7;
304_yuan-zhi-b.py;23;137_skasch.py;82.9;
53_VonEinzbern.py;24;246_lvnanjie.py;78.4;
353_Xiaoctw.py;25;118_zengfh2006.py;77.7;
64_LarryNY.py;26;269_yl019.py;77.5;
957_zhaoyujian.py;27;76_JDEP.py;76.5;28;827_zxm-9.py;76.0;
556_xzqforever.py;29;302_atf.py;76.5;
